# Customers Currently,# Customers in Pipeline,Account Manager Name,Active Customer (PY),Before Selected Year,Before Selected Year-1,CHS Rename,CHS Tooltip,Close Date,Closed?,Colour - Customer Health Score Pipeline,Conversion or Lost? (Hist),Current Year?,Customer Health Score,Customer Name,DS Filter - Exclude,dummy,ID,Likely Churn?,Number of Customers - SY,Opp Type Tooltip,Opportunity Description,Opportunity Description2,Opportunity Name,Opportunity Number,Opportunity Stage Name,Opportunity Type,Opps Param Label,Opps Text,Pipeline Value Label,Pipeline Value Text,Portfolio Status,Prior Year Param,Right_Opportunity Description,Selected Account Manager,Selected Metric [Opps],Selected Metric [Opps] (copy),Selected Stage,Selected Year,Selected Year dot,Stage,Stage Name,Stage ▶,Table Filter,Title - Renewals or Pipeline,Year,Year of Close,ARR,Colour,Conversion Rate (%),Deal Size - Avg for SY,Deal Size - Colour,Deal Size - CY vs PY,Deal Size - PY,Expected Churn,In Pipeline,New Customers - CY vs PY,Number of Line Items,Number to Show,Opportunity/Opps,Pipeline - CY vs PY,Pipeline - CY vs PY %,Pipeline - Last Year,Pipeline Value (£),Pipeline Value - Colour,Pipeline Value - CY,Selected Metric,Selected Metric - ARR,Selected Metric - Opps,Upsell > Target,Upsell Target,Upsell vs Target,Upsells - CY,Upsells - PY,Value,Value (copy),Variance to Target - Conversion Rate
Dare-Brakus,,Emily Brown,Dare-Brakus,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,12/07/2019,Historic,,Conversion,False,,Dare-Brakus,,dummy,1157,Healthy,Dare-Brakus,An existing contract is due to expire unless renewed,License + hosting opp,Consulting opp (Short term),Opportunity 1157,1157,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + LT Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2019,2019,119457.325248387,False,1,,,,,,0,0,4,20,Opportunity,,,,,,,119457.325248387,119457.325248387,,,,,,,119457.325248387,119457.325248387,+50.0%
,,Ryan Thomas,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,10/10/2023,Historic,,Conversion,False,,Crist-Beahan,,dummy,1937,Expected Churn,Crist-Beahan,An existing contract is due to expire unless renewed,License + hosting opp,License + LT Consulting opp,Opportunity 1937,1937,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + LT Consulting opp,False,False,True,False,True,●,Closed Lost,,Closed Lost,True,Upcoming Renewals,2023,2023,,True,0,107634.082666513,,,,,0,1,9,20,Opportunity,,,,,,,107634.082666513,107634.082666513,,,26908.520666628,,,,107634.082666513,107634.082666513,-50.0%
,,David Wilson,Kihn-Erdman,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,22/10/2016,Historic,,Conversion,False,,Kihn-Erdman,,dummy,1106,Expected Churn,Kihn-Erdman,An existing contract is due to expire unless renewed,License + hosting opp,License + ST Consulting opp,Opportunity 1106,1106,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + LT Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2016,2016,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,19190.355674175,19190.355674175,,,,,,,19190.355674175,19190.355674175,-50.0%
Bogan LLC,,Samantha Lee,Bogan LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,14/05/2022,Historic,,Conversion,False,,Bogan LLC,,dummy,418,Healthy,Bogan LLC,An existing contract is due to expire unless renewed,License + hosting opp,License + hosting opp,Opportunity 418,418,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,True,License + LT Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2022,2022,61817.809488116,False,1,,,,61817.809488116,,0,0,6,20,Opportunity,,,61817.809488116,,,,61817.809488116,61817.809488116,,,,,,,61817.809488116,61817.809488116,+50.0%
Waters Inc,,Sarah Taylor,Waters Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,11/12/2017,Historic,,Conversion,False,,Waters Inc,,dummy,651,Healthy,Waters Inc,An existing contract is due to expire unless renewed,License + hosting opp,Support plan + licenses,Opportunity 651,651,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + LT Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,35427.384049498,False,1,,,,,,0,0,8,20,Opportunity,,,,,,,35427.384049498,35427.384049498,,,,,,,35427.384049498,35427.384049498,+50.0%
,,Jane Smith,Smith Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,01/09/2021,Historic,,Conversion,False,,Smith Inc,,dummy,442,Expected Churn,Smith Inc,An existing contract is due to expire unless renewed,License + hosting opp,License + hosting opp,Opportunity 442,442,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,133940.47288083,133940.47288083,,,,,,,133940.47288083,133940.47288083,-50.0%
Sporer Inc,,John Doe,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,11/02/2023,Historic,,Conversion,False,,Sporer Inc,,dummy,834,Healthy,Sporer Inc,An existing contract is due to expire unless renewed,License + hosting opp,License + hosting opp,Opportunity 834,834,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + hosting opp,False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,122801.669156831,True,1,122801.669156831,,,,,0,1,5,20,Opportunity,,,,,,122801.669156831,122801.669156831,122801.669156831,,,30700.417289208,,,,122801.669156831,122801.669156831,+50.0%
,,Jane Smith,Beer-Ledner,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,28/03/2019,Historic,,Conversion,False,,Beer-Ledner,,dummy,1071,Expected Churn,Beer-Ledner,An existing contract is due to expire unless renewed,License + hosting opp,Consulting opp (Long term),Opportunity 1071,1071,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2019,2019,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,110732.188632417,110732.188632417,,,,,,,110732.188632417,110732.188632417,-50.0%
Funk-Murazik,,James Jackson,Funk-Murazik,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,01/04/2014,Historic,,Conversion,False,,Funk-Murazik,,dummy,1772,Healthy,Funk-Murazik,An existing contract is due to expire unless renewed,License + hosting opp,License + LT Consulting opp,Opportunity 1772,1772,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,121209.074200878,False,1,,,,,,0,0,3,20,Opportunity,,,,,,,121209.074200878,121209.074200878,,,,,,,121209.074200878,121209.074200878,+50.0%
,,David Wilson,Boehm Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,10/11/2020,Historic,,Conversion,False,,Boehm Group,,dummy,1602,Expected Churn,Boehm Group,An existing contract is due to expire unless renewed,License + hosting opp,License opp,Opportunity 1602,1602,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,7,20,Opportunity,,,,,,,21630.067825697,21630.067825697,,,,,,,21630.067825697,21630.067825697,-50.0%
,,Daniel Martinez,Gleason-Fay,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,13/03/2020,Historic,,Conversion,False,,Gleason-Fay,,dummy,1275,Expected Churn,Gleason-Fay,An existing contract is due to expire unless renewed,License + hosting opp,License opp,Opportunity 1275,1275,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,10,20,Opportunity,,,,,,,93634.653695308,93634.653695308,,,,,,,93634.653695308,93634.653695308,-50.0%
,,John Doe,Schinner Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,19/05/2019,Historic,,Conversion,False,,Schinner Inc,,dummy,1868,Expected Churn,Schinner Inc,An existing contract is due to expire unless renewed,License + hosting opp,Consulting opp (Short term),Opportunity 1868,1868,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Support plan + licenses,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2019,2019,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,158911.223647211,158911.223647211,,,,,,,158911.223647211,158911.223647211,-50.0%
Mayer Group,,Amanda Anderson,Mayer Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,03/01/2014,Historic,,Conversion,False,,Mayer Group,,dummy,1066,Healthy,Mayer Group,An existing contract is due to expire unless renewed,License + hosting opp,License opp,Opportunity 1066,1066,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,44889.024124688,False,1,,,,,,0,0,1,20,Opportunity,,,,,,,44889.024124688,44889.024124688,,,,,,,44889.024124688,44889.024124688,+50.0%
Tromp-Braun,,Jessica White,Tromp-Braun,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,23/06/2017,Historic,,Conversion,False,,Tromp-Braun,,dummy,1284,Healthy,Tromp-Braun,An existing contract is due to expire unless renewed,License + hosting opp,License opp,Opportunity 1284,1284,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,47265.617017929,False,1,,,,,,0,0,1,20,Opportunity,,,,,,,47265.617017929,47265.617017929,,,,,,,47265.617017929,47265.617017929,+50.0%
,,Jessica White,,False,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,18/01/2024,Historic,,Conversion,False,,Rau-Orn,Hide,dummy,30,Expected Churn,,An existing contract is due to expire unless renewed,License + hosting opp,Support plan + licenses,Opportunity 30,30,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Support plan + licenses,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2024,2024,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,151598.23081455,151598.23081455,,,,,,,151598.23081455,151598.23081455,-50.0%
,,James Jackson,Bins-Osinski,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,17/04/2015,Historic,,Conversion,False,,Bins-Osinski,,dummy,1784,Expected Churn,Bins-Osinski,An existing contract is due to expire unless renewed,License opp,Consulting opp (Long term),Opportunity 1784,1784,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2015,2015,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,113362.361293603,113362.361293603,,,,,,,113362.361293603,113362.361293603,-50.0%
Wiza Group,,Jessica White,Wiza Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,04/10/2019,Historic,,Conversion,False,,Wiza Group,,dummy,896,Healthy,Wiza Group,An existing contract is due to expire unless renewed,License opp,License + hosting opp,Opportunity 896,896,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2019,2019,56640.488620997,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,56640.488620997,56640.488620997,,,,,,,56640.488620997,56640.488620997,+50.0%
,,Robert Harris,Effertz Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,27/07/2020,Historic,,Conversion,False,,Effertz Inc,,dummy,1140,Expected Churn,Effertz Inc,An existing contract is due to expire unless renewed,License opp,License opp,Opportunity 1140,1140,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),True,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,6,20,Opportunity,,,,,,,146235.167548581,146235.167548581,,,,,,,146235.167548581,146235.167548581,-50.0%
,,Emily Brown,,False,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,06/02/2024,Historic,,Conversion,False,,Frami Inc,Hide,dummy,519,Expected Churn,,An existing contract is due to expire unless renewed,License opp,License opp,Opportunity 519,519,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2024,2024,,False,0,,,,,,0,0,8,20,Opportunity,,,,,,,41092.413257302,41092.413257302,,,,,,,41092.413257302,41092.413257302,-50.0%
,,Emily Brown,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,12/02/2023,Historic,,Conversion,False,,Fahey Group,,dummy,1586,Expected Churn,Fahey Group,An existing contract is due to expire unless renewed,License opp,Support plan + licenses,Opportunity 1586,1586,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),False,False,True,False,True,●,Closed Lost,,Closed Lost,True,Upcoming Renewals,2023,2023,,True,0,93134.854145612,,,,,0,1,6,20,Opportunity,,,,,,,93134.854145612,93134.854145612,,,23283.713536403,,,,93134.854145612,93134.854145612,-50.0%
Cole Group,,David Wilson,Cole Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,09/02/2016,Historic,,Conversion,False,,Cole Group,,dummy,941,Healthy,Cole Group,An existing contract is due to expire unless renewed,License opp,Support plan + licenses,Opportunity 941,941,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2016,2016,147955.883910869,False,1,,,,,,0,0,8,20,Opportunity,,,,,,,147955.883910869,147955.883910869,,,,,,,147955.883910869,147955.883910869,+50.0%
,,Amanda Anderson,Berge Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,14/09/2022,Historic,,Conversion,False,,Berge Inc,,dummy,301,Expected Churn,Berge Inc,An existing contract is due to expire unless renewed,License opp,Consulting opp (Short term),Opportunity 301,301,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,True,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2022,2022,,False,0,,,,12063.062347486,,0,0,3,20,Opportunity,,,,,,,12063.062347486,12063.062347486,,,,,,,12063.062347486,12063.062347486,-50.0%
Rippin LLC,,Amanda Anderson,Rippin LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,01/04/2020,Historic,,Conversion,False,,Rippin LLC,,dummy,870,Healthy,Rippin LLC,An existing contract is due to expire unless renewed,License opp,License + LT Consulting opp,Opportunity 870,870,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2020,2020,117615.356025662,False,1,,,,,,0,0,10,20,Opportunity,,,,,,,117615.356025662,117615.356025662,,,,,,,117615.356025662,117615.356025662,+50.0%
,,Jessica White,Harris LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,26/03/2019,Historic,,Conversion,False,,Harris LLC,,dummy,850,Expected Churn,Harris LLC,An existing contract is due to expire unless renewed,License opp,License + ST Consulting opp,Opportunity 850,850,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2019,2019,,False,0,,,,,,0,0,1,20,Opportunity,,,,,,,41625.672737515,41625.672737515,,,,,,,41625.672737515,41625.672737515,-50.0%
Haag-Brekke,,Sarah Taylor,Haag-Brekke,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,26/09/2015,Historic,,Conversion,False,,Haag-Brekke,,dummy,1044,Healthy,Haag-Brekke,An existing contract is due to expire unless renewed,License opp,License + ST Consulting opp,Opportunity 1044,1044,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2015,2015,64710.880533026,False,1,,,,,,0,0,4,20,Opportunity,,,,,,,64710.880533026,64710.880533026,,,,,,,64710.880533026,64710.880533026,+50.0%
Beatty LLC,,James Jackson,Beatty LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,26/11/2018,Historic,,Conversion,False,,Beatty LLC,,dummy,813,Healthy,Beatty LLC,An existing contract is due to expire unless renewed,License opp,Support plan + licenses,Opportunity 813,813,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2018,2018,144555.379497948,False,1,,,,,,0,0,7,20,Opportunity,,,,,,,144555.379497948,144555.379497948,,,,,,,144555.379497948,144555.379497948,+50.0%
Ondricka LLC,,Emily Brown,Ondricka LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,03/09/2017,Historic,,Conversion,False,,Ondricka LLC,,dummy,1983,Healthy,Ondricka LLC,An existing contract is due to expire unless renewed,License opp,Consulting opp (Infrastructure),Opportunity 1983,1983,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Short term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,1949.691833202,False,1,,,,,,0,0,8,20,Opportunity,,,,,,,1949.691833202,1949.691833202,,,,,,,1949.691833202,1949.691833202,+50.0%
